policy_id,customer_id,age,gender,marital_status,number_of_dependents,annual_income_gbp,health_status,smoking_status,policy_type,sum_assured_gbp,monthly_premium_gbp,distribution_channel,policy_start_date,months_in_arrears,policy_status
POL-59636C1F,88-dffe-4921-8aff-8bba6f78408d,34,Female,Married,2,98000,Excellent,Non-smoker,Whole of Life (Flexible Premium),520000,158.1,Direct,2022-11-22,9,Lapsed
POL-02B73DD7,73-32f0-4bdf-9023-fad24a531cb6,36,Male,Married,1,86000,Good,Non-smoker,Term Assurance,270000,113.8,Direct,2019-03-12,0,Active
POL-70625ECB,7c-2815-4d94-8f27-648a0811ce01,39,Male,Single,0,58000,Good,Non-smoker,Term Assurance,200000,34.3,Direct,2018-06-06,0,Active
POL-A896C551,55-4485-49f4-9f6a-29b09630c9e4,52,Male,Married,3,100000,Excellent,Non-smoker,Investment-Linked Life,700000,186.7,IFA,2020-03-06,0,Active
POL-09A2F9FC,70-9563-47fa-82ac-4a4533643fcd,52,Male,Married,2,130000,Good,Former smoker,Whole of Life (Flexible Premium),700000,207.6,Direct,2017-11-23,0,Active
POL-FA9E8088,1c-c8b9-4b1c-96c1-855fc31c9d20,52,Female,Married,2,148000,Excellent,Non-smoker,Term Assurance,100000,65.5,Direct,2011-12-16,0,Active
POL-D881068F,7d-a094-459f-9774-6056075c0f81,26,Male,Single,0,54000,Excellent,Non-smoker,Term Assurance,180000,59.6,Direct,2024-04-27,0,Active
POL-3897488A,04-68de-4658-897e-91d048478bf7,48,Male,Married,2,85000,Good,Non-smoker,Term Assurance,600000,69.8,IFA,2011-05-06,0,Active
POL-232E214B,d3-61b0-4776-bbd1-7c0d820198b3,38,Female,Married,1,96000,Good,Non-smoker,Investment-Linked Life,200000,96.4,Direct,2012-02-17,0,Active
POL-50C3F06A,a7-c0b4-4859-8d6f-e4d5b93f6cee,130,Female,Married,2,94000,Good,Non-smoker,Term Assurance,200000,696.8,Online,2004-06-01,0,Active
POL-0B82544F,d0-c595-4d2b-9492-b0b5e991c170,32,Female,Single,0,68000,Good,Non-smoker,Whole of Life (Flexible Premium),120000,25.4,Online,2009-03-15,0,Active
POL-43A793E8,3d-a750-450b-a5c6-fc3e8784ac86,37,Male,Married,2,160000,Excellent,Non-smoker,Whole of Life (Flexible Premium),200000,144.9,Direct,2018-02-17,1,Active
POL-DB10526E,fa-2830-4dd5-843f-ddccfb815a62,50,Male,Married,3,135000,Excellent,Former smoker,Whole of Life (Flexible Premium),600000,218.3,Direct,2010-10-24,0,Active
POL-4873A2C4,5a-3bae-4039-a3c0-b2b1abb2b1a1,53,Male,Married,2,60000,Excellent,Non-smoker,Whole of Life (Flexible Premium),500000,242.4,Bancassurance,2019-06-24,0,Active
POL-9B082308,1c-659e-46a4-895d-19d51949a8f4,26,Male,Single,0,48000,Excellent,Former smoker,Whole of Life (Flexible Premium),120000,28.2,Direct,2002-08-14,0,Active
POL-FEAFBB1B,5f-b82d-4726-9293-6733d3de5aec,35,Female,Married,3,132000,Excellent,Non-smoker,Term Assurance,350000,120.7,Direct,2013-12-07,0,Active
POL-BD973577,31-15e5-4664-bf45-45b03866fbbf,38,Female,Single,0,54000,Excellent,Non-smoker,Term Assurance,240000,55.5,Online,2014-01-13,0,Active
POL-D4B9165E,2c-0440-46a4-972d-61f0e8762a6b,38,Male,Married,2,64000,Excellent,Non-smoker,Term Assurance,180000,60.3,IFA,2007-10-05,0,Active
POL-47F41351,3a-223b-40f9-a0d7-dcf66feac0fc,41,Male,Married,1,60000,Good,Non-smoker,Term Assurance,250000,58.1,IFA,2004-12-28,0,Matured
POL-2A6C018D,24-e637-4179-beb6-edd651ebc66c,60,Male,Widowed,1,56000,Excellent,Non-smoker,Whole of Life,400000,260.2,Bancassurance,2013-07-03,0,Active
POL-0CF918A7,57-ca68-4f7e-8ec2-83a61536e8ec,26,Male,Single,0,58000,Excellent,Non-smoker,Term Assurance,130000,24.0,Bancassurance,2004-12-14,0,Matured
POL-60C978CD,78-b3f0-4863-b9bc-eccecfcdd656,58,Female,Single,0,48000,Fair,Non-smoker,Term Assurance,120000,61.3,Direct,2023-10-10,0,Active
POL-0A8DC923,ed-7899-4c62-bdc9-270d3633b9ef,39,Female,Married,3,66000,Excellent,Non-smoker,Term Assurance,550000,40.9,Direct,2017-01-21,0,Active
POL-4E91245D,13-ef22-4dd7-96fd-42d0184bf69e,31,Female,Married,1,88000,Good,Non-smoker,Whole of Life,350000,112.5,IFA,2008-06-20,0,Active
POL-003F7D73,82-0d64-45c0-a5fc-654d724b3e44,26,Female,Single,0,54000,Good,Non-smoker,Term Assurance,240000,75.8,IFA,2019-09-28,8,Active
POL-A538BCA7,84-8a81-4036-b52b-3a159990f704,52,Female,Married,3,170000,Excellent,Non-smoker,Investment-Linked Life,500000,244.8,IFA,2019-01-27,0,Active
POL-4157BA83,b0-f379-4604-a872-21169f894a0d,36,Male,Single,0,58000,Excellent,Non-smoker,Term Assurance,100000,55.9,Bancassurance,2017-06-28,8,Active
POL-6DF1ABE3,c1-e4ac-4494-b64e-5c35122443c1,48,Female,Married,1,52000,Excellent,Non-smoker,Term Assurance,260000,120.4,Bancassurance,2005-06-04,0,Active
POL-69C995B8,ca-8901-4e05-93c7-daba168fec67,26,Female,Single,0,72000,Excellent,Non-smoker,Term Assurance,120000,65.2,Online,2013-11-12,2,Active
POL-A7FB400A,28-9d73-47c1-8d36-7fcfe910ea0f,52,Female,Married,3,190000,Excellent,Non-smoker,Whole of Life (Flexible Premium),650000,203.5,Direct,2016-06-11,1,Active
POL-A90BCA8F,ea-6ad4-445a-893f-163b35255524,29,Female,Widowed,0,54000,Excellent,Non-smoker,Term Assurance,180000,50.9,IFA,2016-09-19,0,Active
POL-480BCB30,7f-ed15-49db-a21c-9eed89e17aeb,60,Male,Widowed,0,48000,Fair,Non-smoker,Term Assurance,120000,65.7,Direct,2000-03-30,0,Active
POL-B9397C58,79-435b-4bf6-9312-9dd544fdc907,35,Male,Single,0,42000,Good,Non-smoker,Term Assurance,200000,62.4,Online,2023-08-12,1,Active
POL-87C8DEE1,6c-ee58-4d0b-b4bc-2658b7ee1e52,35,Female,Married,0,91000,Excellent,Non-smoker,Term Assurance,100000,38.1,Direct,2001-01-03,8,Active
POL-45AADC58,b2-e83c-476c-b97a-b5a7822a0416,58,Male,Divorced,0,172000,Good,Non-smoker,Whole of Life (Flexible Premium),200000,114.5,Direct,2019-06-22,0,Active
POL-44B0B10E,65-0b22-4f42-895a-931165bf7daa,32,Female,Married,1,60000,Excellent,Non-smoker,Term Assurance,350000,266.4,IFA,2004-03-12,0,Active
POL-AD154BD2,d2-5641-402e-8d08-cbd651b7eb34,55,Female,Married,2,110000,Fair,Current smoker,Whole of Life,700000,255.0,IFA,2011-12-20,0,Active
POL-A0194413,41-9e80-4c52-b7bd-e99544d51ea1,41,Female,Married,1,72000,Good,Non-smoker,Term Assurance,210000,91.7,Direct,2015-03-06,2,Active
POL-C5ADA08B,00-d13e-4c6c-8e3c-9d3bea11a2d3,42,Female,Married,2,98000,Good,Non-smoker,Term Assurance,200000,120.0,Direct,2006-04-19,2,Active
POL-9C705ABD,62-64ae-4e08-97bb-7217d1b901a7,55,Male,Married,2,90000,Fair,Former smoker,Whole of Life (Flexible Premium),700000,325.3,Online,2017-06-21,0,Active
POL-7A21C6ED,7c-1380-42ab-8446-2d9b0b54f9b4,37,Female,Married,0,52000,Good,Non-smoker,Term Assurance,220000,61.3,IFA,2020-01-03,0,Active
POL-4E29E6EA,80-04d7-42e0-85e0-d454a69e6d68,63,Male,Married,2,108000,Excellent,Non-smoker,Whole of Life (Flexible Premium),500000,425.4,Online,2024-04-18,0,Active
POL-49CC35B1,b4-6274-40c5-a178-ab52fc43e480,31,Female,Married,1,68000,Excellent,Non-smoker,Term Assurance,250000,69.0,IFA,2006-02-25,0,Active
POL-36A09A0F,85-13d1-4772-9536-99429efe20ef,33,Male,Single,0,44000,Excellent,Non-smoker,Term Assurance,120000,24.8,Direct,2015-06-05,2,Active
POL-F2324D80,d8-0e76-4dd7-86ba-998969fd19df,26,Female,Single,0,148000,Fair,Former smoker,Term Assurance,100000,34.9,Online,2010-01-13,2,Active
POL-7ECF117D,23-e9d7-4b6d-9e48-15dde6a7d917,30,Female,Married,2,70000,Good,Non-smoker,Term Assurance,300000,111.2,Bancassurance,2001-07-03,0,Active
POL-F99AA9B6,20-cd4e-4097-b1b2-f1f8bb870c12,48,Male,Married,2,190000,_RARE_,Non-smoker,Whole of Life (Flexible Premium),1200000,141.8,Online,2016-12-31,0,Active
POL-D4987E90,13-e662-406a-b7bd-b39617fd3ebe,63,Male,Single,0,54000,Fair,Former smoker,Term Assurance,110000,52.8,Online,2022-06-05,0,Active
POL-050FA006,f4-db22-4e13-bf10-4a9d97e842f0,52,Male,Married,3,76000,Good,Non-smoker,Whole of Life (Flexible Premium),420000,685.6,Bancassurance,2020-02-15,0,Active
POL-AC57F7B1,94-e199-43b6-8d8b-ada94850944d,26,Male,Married,2,50000,Good,Current smoker,Whole of Life (Flexible Premium),500000,343.0,Direct,2012-12-01,2,Active
POL-4622EACC,3e-f884-4fd0-a082-f8855b5bb60f,29,Female,Single,0,54000,Good,Non-smoker,Term Assurance,130000,52.2,IFA,2002-03-20,0,Active
POL-8B42CE85,81-dbd7-4fe6-873a-a46bb3859f4d,35,Female,Single,0,54000,Excellent,Non-smoker,Term Assurance,180000,120.7,Direct,2009-10-08,0,Active
POL-FBC2E6A1,af-a0f5-4083-80a3-0b8cd3eaebd1,29,Male,Married,1,90000,Good,Former smoker,Investment-Linked Life,700000,327.9,IFA,2001-01-18,0,Active
POL-CF36E330,a3-3e81-4206-9ea2-89f429407ef4,60,Male,Married,0,67000,Good,Non-smoker,Term Assurance,250000,24.0,Direct,2023-07-13,0,Claimed
POL-546F30C9,69-dd29-42a2-806c-4ba69fb9f7da,27,Female,Widowed,2,42000,Fair,Former smoker,Whole of Life (Flexible Premium),700000,288.0,IFA,2021-02-05,0,Active
POL-BC3B6024,ce-1368-4ea8-ba64-c8497f0231b9,30,Male,Married,1,94000,Good,Former smoker,Term Assurance,250000,88.6,Online,2001-03-09,0,Active
POL-796FAF3D,af-353a-4b0c-8636-bd82e5f8dad5,42,Female,Divorced,2,97000,Good,Non-smoker,Term Assurance,160000,130.9,Direct,2007-09-17,0,Active
POL-8F27738D,fe-b419-4714-b5b7-b288f7ecc9d9,58,Female,Married,2,130000,Excellent,Non-smoker,Term Assurance,100000,74.0,Bancassurance,2010-06-30,0,Active
POL-49C6CBC4,7c-12df-4d6c-8a9c-26c3ce5dda25,48,Female,Single,0,42000,Good,Non-smoker,Term Assurance,120000,40.4,IFA,2006-01-14,0,Active
POL-7A12CC21,0f-4647-4055-a761-d0180b8f538d,43,Female,Divorced,1,72000,Good,Non-smoker,Whole of Life,520000,96.6,IFA,2019-09-04,0,Active
POL-3FC4306A,f6-c510-4e8a-90ca-48944c86f9db,38,Female,Married,1,71000,Good,Non-smoker,Term Assurance,260000,91.7,Online,2023-09-17,0,Active
POL-5C889466,1a-7008-45b8-b9e2-47cb4648a82f,38,Female,Married,1,78000,Good,Non-smoker,Term Assurance,320000,89.9,Online,2022-01-23,0,Active
POL-A8A8DC7A,fb-59bf-4f61-9197-27f4e39f9f5c,42,Female,Married,2,88000,Good,Non-smoker,Whole of Life,400000,325.2,IFA,2017-10-27,0,Active
POL-C7DD3597,17-b89a-465f-97f7-ff463953b723,26,Female,Married,0,56000,Good,Non-smoker,Term Assurance,250000,120.9,Bancassurance,2001-04-06,0,Active
POL-7F5C0C7B,18-371e-4814-8680-ea8409133524,56,Male,Divorced,3,57000,Fair,Former smoker,Whole of Life,500000,260.8,Direct,2002-10-15,0,Active
POL-940F7A4A,27-8b33-4dd4-bcd2-502676833c6e,44,Female,Married,2,190000,Good,Non-smoker,Term Assurance,270000,219.0,Direct,2002-02-24,1,Matured
POL-5337DE85,19-8230-4c15-82af-a10932976032,60,Male,Married,2,88000,Fair,Non-smoker,Term Assurance,350000,180.2,Online,2005-04-20,0,Active
POL-0A5633BD,40-a4bb-4a07-8607-529fdd6b7ce6,49,Female,Divorced,2,98000,Good,Non-smoker,Whole of Life (Flexible Premium),620000,156.9,IFA,2015-02-28,0,Active
POL-4913A6DF,21-c6d2-494d-b608-8eab047db261,38,Female,Married,1,68000,Good,Non-smoker,Term Assurance,150000,65.6,IFA,2007-10-28,0,Active
POL-E7AE976C,bc-4929-47ec-8a34-cf4e763ce678,54,Male,Divorced,1,72000,Fair,Former smoker,Whole of Life,750000,516.9,Bancassurance,2008-01-15,0,Active
POL-9D598045,39-d93f-4436-a66e-9f3bbb543052,48,Male,Married,1,68000,Good,Non-smoker,Investment-Linked Life,250000,78.0,Direct,2005-11-03,0,Active
POL-4089E0CC,5d-f4ae-4fbe-a3c3-949a9ad7ed86,33,Female,Married,1,62000,Excellent,Non-smoker,Term Assurance,270000,75.4,IFA,2021-12-23,0,Active
POL-A6F24381,80-f4ef-4a07-9fe4-09b87e883737,26,Female,Married,2,98000,Excellent,Non-smoker,Term Assurance,250000,113.2,IFA,2001-11-04,6,Lapsed
POL-8FD3CE6A,01-f30f-49d3-87d4-e158cf851212,39,Female,Single,0,48000,Excellent,Non-smoker,Term Assurance,130000,60.2,Online,2013-11-22,0,Active
POL-4C627210,c1-27be-4d6f-be21-06c800c22382,34,Female,Married,0,94000,Excellent,Non-smoker,Term Assurance,200000,48.8,Direct,2013-08-23,2,Active
POL-D8A56BF6,d8-3a15-4c84-b79b-c6c3a37f44ca,32,Male,Single,0,48000,Fair,Non-smoker,Term Assurance,200000,91.6,Online,2019-09-13,0,Active
POL-426A2D25,c3-64ac-420c-b92a-39cd4131b54e,26,Male,Single,0,52000,Good,Non-smoker,Term Assurance,1100000,55.5,Direct,2020-11-22,0,Active
POL-F95953D6,5f-d69d-4d61-85e9-650884930119,55,Male,Married,3,51000,Good,Current smoker,Whole of Life,650000,405.1,Direct,2012-05-10,0,Active
POL-EFBE3C9F,11-ecaf-45e7-b132-55f5d164ac08,33,Female,Married,1,60000,Good,Non-smoker,Term Assurance,360000,58.6,IFA,2005-02-04,0,Active
POL-9F1A6BDD,c1-bcdb-462e-b79c-45a6331d2789,54,Female,Married,2,145000,Good,Non-smoker,Whole of Life,1200000,130.0,Bancassurance,2008-01-28,0,Active
POL-DF858B35,83-5957-4e5f-bdd1-81e214bea4f3,49,Female,Single,0,56000,Good,Non-smoker,Term Assurance,150000,78.0,Direct,2013-12-29,0,Active
POL-13DE34A3,15-a575-4ca7-b480-9b29391c990b,32,Female,Married,0,66000,Excellent,Non-smoker,Term Assurance,150000,72.3,Direct,2004-10-17,0,Active
POL-5CB2DFD0,0d-af03-4a7c-b5c9-87448bd33d77,65,Male,Married,3,42000,Excellent,Non-smoker,Term Assurance,120000,52.2,Online,2024-05-11,0,Active
POL-4C79A017,f4-1d19-407a-984d-6e30619d0831,26,Female,Single,0,54000,Fair,Non-smoker,Term Assurance,100000,55.8,Direct,2006-01-26,0,Active
POL-8E2A921D,b9-2c01-4a74-92ec-ddffc9e016cf,48,Female,Married,2,102000,Good,Non-smoker,Whole of Life,620000,210.6,IFA,2023-07-27,0,Active
POL-4AAC9F6C,d1-86f1-4d27-b1ba-decf50dd7a40,55,Female,Widowed,2,42000,Fair,Non-smoker,Whole of Life,1200000,127.7,IFA,2007-06-26,0,Active
POL-4A59CAB2,ff-a825-4dcb-af67-05e4f922cd8e,56,Male,Married,3,110000,Fair,Former smoker,Whole of Life,700000,328.3,IFA,2016-03-07,3,Active
POL-EB08150C,e9-9c80-4d94-abb8-aee2d3d9847b,-5,Male,Married,3,128000,Excellent,Non-smoker,Whole of Life (Flexible Premium),600000,204.2,IFA,2016-08-09,3,Active
POL-B3543C4E,6d-ae65-41bf-b7c1-467f8e21c45f,29,Female,Single,0,54000,Good,Non-smoker,Term Assurance,100000,48.6,IFA,2014-09-03,2,Active
POL-6AEF25C2,9c-3f03-492d-b204-732159f1a740,45,Female,Divorced,1,75000,Good,Non-smoker,Whole of Life,630000,95.5,Online,2022-09-02,0,Active
POL-E81BBD84,f4-2473-4906-8ffd-1e580b5c53de,65,Male,Married,1,58000,Fair,Non-smoker,Term Assurance,260000,40.9,Direct,2000-12-24,0,Active
POL-45A6B54A,0b-2abd-4904-920a-8f9a8cf56644,36,Female,Single,0,42000,Fair,Non-smoker,Term Assurance,120000,72.4,Bancassurance,2000-09-27,2,Active
POL-BAED5C41,d3-cb5b-486c-9b09-bc77f66b38cb,46,Male,Married,2,95000,Excellent,Non-smoker,Whole of Life (Flexible Premium),600000,212.7,Direct,2010-11-10,0,Active
POL-73203895,de-27f3-4604-b2d1-b3b92d1eea08,65,Male,Single,0,64000,Good,Non-smoker,Term Assurance,150000,52.6,IFA,2008-11-23,6,Lapsed
POL-6C96004F,33-b941-45e6-a6de-46a8217a13b2,39,Male,Married,2,110000,Good,Non-smoker,Term Assurance,200000,96.9,Bancassurance,2008-03-29,6,Lapsed
POL-67F18B46,19-69b7-45dc-8e33-df6c85610df2,41,Female,Married,2,92000,Good,Non-smoker,Whole of Life (Flexible Premium),420000,154.7,Direct,2020-08-31,1,Active
POL-2D3903DA,1a-5788-451c-880a-fb058cbc2a73,60,Male,Single,0,65000,Excellent,Non-smoker,Whole of Life (Flexible Premium),720000,288.6,Direct,2013-05-03,0,Active
POL-009E85DD,99-676b-4b90-bcbe-809d3d44d735,44,Male,Married,2,129000,Good,Non-smoker,Whole of Life (Flexible Premium),500000,153.5,Bancassurance,2019-07-21,0,Active
POL-BD46C37C,90-cfa5-4427-9b8c-98ada5a2e9f4,32,Male,Married,2,68000,Fair,Former smoker,Investment-Linked Life,150000,120.5,Direct,2021-02-24,1,Active
POL-6DFC94DF,3a-f9bf-4a88-b197-ba2f779840f6,62,Female,Single,0,72000,Excellent,Non-smoker,Term Assurance,130000,52.1,IFA,2016-11-04,0,Active
POL-4EF7B01C,36-5d85-4879-9a50-50153b224100,39,Male,Married,2,96000,Good,Current smoker,Term Assurance,200000,291.9,Online,2003-12-23,0,Active
POL-BD0C4804,fb-ef86-473a-9c5b-190d45d549a6,60,Male,Married,2,68000,Fair,Current smoker,Term Assurance,400000,120.3,Online,2023-02-01,0,Active
POL-0DA666E3,a9-36aa-49bc-9797-ae5ee3d402ae,63,Male,Divorced,1,79000,Good,Non-smoker,Whole of Life,600000,192.8,Direct,2023-12-19,3,Active
POL-89312C4A,ff-2fde-4ba9-a768-6c49e5e04f37,35,Female,Married,2,97000,Excellent,Non-smoker,Whole of Life (Flexible Premium),700000,140.6,Direct,2001-06-08,0,Active
POL-0F287611,01-ce2d-40aa-b014-df92db103ed5,27,Male,Single,0,54000,Good,Non-smoker,Term Assurance,150000,60.8,Direct,2021-02-12,0,Active
POL-0C92F259,4d-4612-4b43-a28b-414630774cb5,65,Male,Single,0,54000,Fair,Former smoker,Term Assurance,100000,61.0,Online,2015-04-23,0,Active
POL-BF43631C,b4-9993-4e5a-8d0d-b616bb4b5040,54,Female,Married,3,190000,Good,Former smoker,Whole of Life (Flexible Premium),800000,442.3,Online,2013-10-01,0,Active
POL-9907FD3D,07-dd62-48b4-a0b9-6ce69d4a7396,46,Male,Married,3,120000,Excellent,Former smoker,Whole of Life (Flexible Premium),650000,211.3,Online,2015-01-17,12,Lapsed
POL-FCCA427B,d1-d854-4505-b156-4a86d3697b8f,53,Male,Married,2,132000,Excellent,Non-smoker,Whole of Life,700000,253.3,IFA,2009-09-07,0,Active
POL-5E84CB99,52-5289-4dcd-8a53-830170bdfe8c,37,Female,Married,3,71000,Good,Non-smoker,Investment-Linked Life,600000,76.3,Direct,2021-10-21,0,Active
POL-F5D359D0,f8-f88b-4371-a264-9c265cfad59d,38,Female,Married,0,71000,Excellent,Non-smoker,Term Assurance,220000,65.5,Bancassurance,2008-02-01,1,Active
POL-0FF28204,7e-8250-49dc-ad0c-7a53e71080e5,27,Female,Single,0,42000,Good,Non-smoker,Term Assurance,140000,51.1,Bancassurance,2012-01-06,0,Active
POL-1E862097,8a-2941-4d86-910b-bb9bc2f1abe0,40,Female,Divorced,2,120000,Excellent,Non-smoker,Whole of Life,660000,117.5,IFA,2016-10-16,0,Active
POL-2B199518,b1-3b35-47c6-a5b4-a3a8601acae4,27,Male,Single,0,52000,Fair,Non-smoker,Term Assurance,110000,51.5,Online,2005-12-26,0,Active
POL-D7FB3525,a6-9434-4f1a-bf31-073a2e50194d,44,Female,Married,1,88000,Good,Non-smoker,Whole of Life,350000,594.0,Bancassurance,2002-11-30,0,Active
POL-20A78C9A,40-78cb-49ad-a9c3-71fa79c73bae,65,Female,Married,0,52000,Excellent,Non-smoker,Term Assurance,100000,65.0,Direct,2008-03-01,0,Active
POL-C1F1A246,e3-b6de-4623-9e46-18ab69151253,38,Female,Married,2,105000,Good,Non-smoker,Whole of Life,700000,217.8,Bancassurance,2022-12-05,1,Active
POL-404F63A8,9a-c691-4933-a63b-71aa33a2037d,48,Male,Married,1,142000,Good,Non-smoker,Term Assurance,200000,45.9,Direct,2004-12-11,1,Matured
POL-F5533E52,a4-10d8-4048-8299-d0f00c5da6be,34,Female,Widowed,0,190000,Fair,Current smoker,Term Assurance,180000,61.8,Bancassurance,2006-12-02,1,Active
POL-A28552B0,68-ed7f-404b-9633-25ed27ae674c,26,Male,Single,0,51000,Excellent,Non-smoker,Term Assurance,180000,68.0,Online,2009-09-28,2,Active
POL-1E1D0830,64-f7aa-41e2-873b-1d83bb0bd430,29,Male,Married,2,84000,Good,Former smoker,Whole of Life,750000,425.8,Direct,2001-08-25,0,Active
POL-56D799AC,91-9d62-4ded-a28a-d353f99e90ba,34,Male,Married,2,60000,Excellent,Non-smoker,Whole of Life (Flexible Premium),340000,95.2,Direct,2016-06-25,8,Active
POL-16E023B2,db-c327-4e14-aa73-636cc649559d,55,Male,Married,2,190000,Fair,Non-smoker,Whole of Life,400000,213.8,Direct,2007-05-09,0,Active
POL-CB110016,1a-801f-4799-9d7e-0768750b3e83,42,Female,Married,2,80000,Good,Non-smoker,Whole of Life,650000,154.3,IFA,2018-07-04,0,Active
POL-0AB7312F,b4-2dc5-4a75-8ec0-e51632191d09,27,Female,Single,0,42000,Excellent,Non-smoker,Term Assurance,150000,52.3,Direct,2001-05-20,0,Active
,da-ed27-4f0f-b3ad-84d3539adc95,41,Female,Married,2,68000,Good,Non-smoker,Investment-Linked Life,300000,88.2,IFA,2023-05-16,0,Active
POL-36DC5491,fa-9746-4f00-bf3a-8926f3db4789,45,Female,Married,2,52000,Excellent,Non-smoker,Whole of Life,520000,157.9,Bancassurance,2016-09-25,2,Active
POL-54C8B7B2,38-9d98-4cee-8e34-21ed4aa6cfe5,45,Male,Married,2,186000,Good,Non-smoker,Whole of Life (Flexible Premium),650000,431.3,Direct,2012-02-06,0,Active
POL-4543636D,6e-b8ba-4894-b931-d8990f81640a,42,Female,Married,2,42000,Excellent,Non-smoker,Whole of Life (Flexible Premium),900000,137.4,IFA,2017-07-07,0,Active
POL-1408C062,4d-5123-45af-9e48-c7dfa7586aa4,40,Male,Married,2,98000,Good,Former smoker,Whole of Life,500000,156.3,Direct,2003-12-17,0,Active
POL-F7545F32,a6-6509-4ef8-b5e6-d9c80a9a368d,42,Male,Married,2,125000,Good,Non-smoker,Investment-Linked Life,350000,324.5,IFA,2011-01-27,0,Active
POL-4C6A48CA,57-a448-43c8-a495-566fe4aedb12,55,Male,Single,2,50000,Good,Non-smoker,Term Assurance,100000,40.4,Online,2012-08-09,0,Active
POL-05D43321,dc-a205-47ff-a13c-402e250ad46c,39,Male,Married,2,190000,Fair,Non-smoker,Whole of Life (Flexible Premium),500000,114.5,Bancassurance,2019-03-14,0,Active
POL-6900FC4A,d0-8509-4a2f-817b-8d93293e7133,58,Male,Married,3,125000,Good,Former smoker,Whole of Life (Flexible Premium),720000,210.7,Direct,2010-11-20,0,Active
POL-F17ACE24,95-a40e-4ed8-9322-88fd25013a80,39,Female,Married,2,98000,Good,Non-smoker,Term Assurance,200000,113.5,IFA,2014-10-28,0,Active
POL-0A95C0BA,34-75e3-40d4-a4fa-dd5d36451d75,45,Female,Married,1,72000,Excellent,Non-smoker,Whole of Life,500000,313.9,Direct,2006-08-24,0,Active
POL-91D5C623,a0-4ce4-4ca1-8e96-08bfb4bfd777,38,Female,Single,0,65000,Excellent,Non-smoker,Investment-Linked Life,100000,62.6,Direct,2003-01-27,0,Active
POL-3052BB38,e1-ea43-4cdd-8170-03d69b7aa165,38,Male,Married,2,58000,Excellent,Non-smoker,Term Assurance,260000,113.7,Bancassurance,2007-11-10,0,Active
POL-A37A812B,2d-94de-49a9-a49b-38ee8ed09e76,65,Female,Widowed,0,56000,Fair,Non-smoker,Term Assurance,100000,65.3,IFA,2003-07-27,1,Matured
POL-4BCDA5E3,03-b672-439c-90ee-cd1e30e28562,29,Female,Married,1,54000,Excellent,Non-smoker,Term Assurance,180000,78.3,Direct,2011-09-28,0,Active
POL-E9912418,c7-9871-434a-b6b8-2a886c12118d,57,Male,Married,2,164000,Good,Non-smoker,Whole of Life,700000,126.7,Bancassurance,2000-09-24,0,Active
POL-87A4E97D,83-0407-4a24-afb0-066ef2074ca9,41,Female,Married,2,148000,Good,Non-smoker,Term Assurance,180000,95.6,IFA,2008-07-13,0,Active
POL-42F38D36,99-bb62-4428-8fda-94659a695b21,41,Male,Divorced,2,72000,Good,Non-smoker,Term Assurance,100000,95.0,IFA,2009-02-13,0,Active
POL-A0B9FF03,73-dd30-4428-a954-9577f5ba42c4,39,Female,Single,0,52000,Excellent,Non-smoker,Term Assurance,150000,50.8,Direct,2012-01-27,0,Active
POL-527EDDDD,c6-7d83-4c27-ba4e-7d1228082d6e,39,Female,Married,0,86000,Excellent,Non-smoker,Term Assurance,260000,90.4,Direct,2014-05-11,0,Active
POL-773869DE,37-ae63-4b43-9055-203f0b75e715,49,Female,Married,2,125000,Excellent,Non-smoker,Whole of Life (Flexible Premium),380000,130.8,Online,2003-01-25,0,Active
POL-E9564126,b2-149f-457c-8fad-a51e7340175e,52,Female,Divorced,1,42000,Good,Non-smoker,Term Assurance,220000,43.4,Online,2018-11-18,0,Active
POL-02E3F79A,9b-88db-46bf-885a-aa9f229deb21,31,Male,Single,0,64000,Good,Non-smoker,Term Assurance,100000,70.8,IFA,2014-05-07,0,Active
POL-813E2619,5d-dd94-4956-ba4b-af5f4fda9a21,36,Male,Married,2,190000,Excellent,Non-smoker,Term Assurance,600000,267.6,Bancassurance,2018-11-15,0,Active
POL-1788293B,c3-ffc7-40d3-a61e-adbe077c82ae,26,Male,Married,1,78000,Good,Non-smoker,Term Assurance,250000,313.0,IFA,2016-08-27,0,Active
POL-9296663A,bb-cc7d-4c83-914c-d87c3d839f0f,61,Female,Widowed,0,52000,Fair,Non-smoker,Term Assurance,180000,50.2,Direct,2020-04-13,0,Active
POL-A243BBF4,89-bc8a-4459-9f44-8114f5401b4d,48,Male,Married,2,125000,Excellent,Non-smoker,Whole of Life (Flexible Premium),600000,213.5,Direct,2012-11-11,6,Lapsed
